ID,datetime,session_start,time,sw_flip,sw_offset,sw_subwave_num,sw_number,mo_y,mo_x,mo_fake_release,mo_act_drag,mo_lobe,level,version,device_timezone,device_OS,time_diff,coord_diff,total_sw_events,first,last,target_location,action_location,action_location_normalized,actions,actions_normalized,collect,false_collect,action_sequences,action_sequences_str,count,sw_start,last_sw,ba_time,ba_position,ba_ID,ba_age,last_ba_sw,is_last_sw,session_score,session_nr,threshold,session_cleared,learned,learning,diff,score,previous_score,prev_action_sequences_str,action_seq_frequency,rank,rank_pct,prev_rank,top,top_prev,puzzle_attempt,cum_score,trial_score,cum_score_s6,cum_score_last_6,threshold_puzzle,first_threshold
1072,2020-12-17 19:37:33,32091,53756.0,True,3.0,3.0,2.0,-186.11111,7.074341,0.0,False,4.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,1504.0,284.46075,7.0,False,False,3.0,3.0,0.0,3.0,0.0,False,False,"[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]","[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",4.0,48478.0,6.0,57417.0,3.0,0.0,7.0,6.0,False,144.0,0.0,True,0.0,True,True,,0.0,0.0,"[2.0, -2.0, 0.0, 5.0, 4.0, 3.0, 2.0]",4.0,109.0,0.9087036610637808,111.0,other,other,2,0.0,0.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,54893.0,True,3.0,3.0,2.0,-48.88887,-139.60828,0.0,False,3.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,1137.0,-283.90485,7.0,False,False,3.0,2.0,5.0,2.0,5.0,False,False,"[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]","[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",4.0,48478.0,6.0,57417.0,3.0,0.0,7.0,6.0,False,144.0,0.0,True,0.0,True,True,,0.0,0.0,"[2.0, -2.0, 0.0, 5.0, 4.0, 3.0, 2.0]",4.0,109.0,0.9087036610637808,111.0,other,other,2,0.0,0.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,55828.0,True,3.0,3.0,2.0,-144.44444,-6.81604,0.0,False,4.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,935.0,228.34781,7.0,False,False,3.0,3.0,0.0,3.0,0.0,False,False,"[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]","[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",4.0,48478.0,6.0,57417.0,3.0,0.0,7.0,6.0,False,144.0,0.0,True,0.0,True,True,,0.0,0.0,"[2.0, -2.0, 0.0, 5.0, 4.0, 3.0, 2.0]",4.0,109.0,0.9087036610637808,111.0,other,other,2,0.0,0.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,57132.0,True,3.0,3.0,2.0,-39.444427,119.308716,0.0,False,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,1304.0,21.12474,7.0,False,True,3.0,4.0,1.0,4.0,1.0,False,False,"[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]","[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",4.0,48478.0,6.0,57417.0,3.0,0.0,7.0,6.0,False,144.0,0.0,True,0.0,True,True,,0.0,0.0,"[2.0, -2.0, 0.0, 5.0, 4.0, 3.0, 2.0]",4.0,109.0,0.9087036610637808,111.0,other,other,2,0.0,0.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,60458.0,False,4.0,2.0,3.0,-47.77777,102.64026,0.0,False,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,3326.0,-8.335114,7.0,True,False,4.0,4.0,0.0,4.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,60458.0,6.0,67458.0,4.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,,"[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",8062.0,2.0,0.9999232481387672,109.0,2.0,other,3,36.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,61476.0,False,4.0,2.0,3.0,-33.888885,113.75256,0.0,False,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,1018.0,-2.7765808,7.0,False,False,4.0,4.0,0.0,4.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,60458.0,6.0,67458.0,4.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",8062.0,2.0,0.9999232481387672,109.0,2.0,other,3,36.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,62145.0,False,4.0,2.0,3.0,-52.77777,140.97772,0.0,False,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,669.0,46.114044,7.0,False,False,4.0,4.0,0.0,4.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,60458.0,6.0,67458.0,4.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",8062.0,2.0,0.9999232481387672,109.0,2.0,other,3,36.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,62765.0,False,4.0,2.0,3.0,-52.77777,149.31201,0.0,False,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,620.0,8.33429,7.0,False,False,4.0,4.0,0.0,4.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,60458.0,6.0,67458.0,4.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",8062.0,2.0,0.9999232481387672,109.0,2.0,other,3,36.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,63416.0,False,4.0,2.0,3.0,-55.555542,169.86975,0.0,False,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,651.0,23.33551,7.0,False,False,4.0,4.0,0.0,4.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,60458.0,6.0,67458.0,4.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",8062.0,2.0,0.9999232481387672,109.0,2.0,other,3,36.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,64102.0,False,4.0,2.0,3.0,-58.88887,168.20294,0.0,False,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,686.0,1.6665192,7.0,False,False,4.0,4.0,0.0,4.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,60458.0,6.0,67458.0,4.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",8062.0,2.0,0.9999232481387672,109.0,2.0,other,3,36.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,67161.0,False,4.0,2.0,3.0,-112.22221,-66.26697,0.0,True,5.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,3059.0,-181.13657,7.0,False,True,4.0,4.0,0.0,-4.0,-0.0,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,60458.0,6.0,67458.0,4.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",8062.0,2.0,0.9999232481387672,109.0,2.0,other,3,36.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,70767.0,True,0.0,0.0,4.0,193.33334,-46.26477,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,3606.0,-285.55334,7.0,True,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,70767.0,6.0,74893.0,0.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,4,72.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,71519.0,True,0.0,0.0,4.0,192.7778,-30.151917,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,752.0,16.668396,7.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,70767.0,6.0,74893.0,0.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,4,72.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,72002.0,True,0.0,0.0,4.0,194.44446,-15.705933,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,483.0,12.779327,7.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,70767.0,6.0,74893.0,0.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,4,72.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,72421.0,True,0.0,0.0,4.0,203.33334,-19.039612,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,419.0,-12.222565,7.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,70767.0,6.0,74893.0,0.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,4,72.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,72854.0,True,0.0,0.0,4.0,218.88892,-31.818787,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,433.0,-28.334747,7.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,70767.0,6.0,74893.0,0.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,4,72.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,73540.0,True,0.0,0.0,4.0,216.11115,-32.37439,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,686.0,2.222168,7.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,70767.0,6.0,74893.0,0.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,4,72.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,74609.0,True,0.0,0.0,4.0,-36.666656,-217.95007,0.0,True,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,1069.0,67.20212,7.0,False,True,0.0,0.0,0.0,-0.0,-0.0,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,70767.0,6.0,74893.0,0.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,4,72.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,78069.0,True,1.0,1.0,5.0,98.888916,145.42267,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,3460.0,227.81717,7.0,True,False,5.0,5.0,0.0,5.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,78069.0,6.0,81595.0,5.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,5,108.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,78502.0,True,1.0,1.0,5.0,97.22223,128.75421,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,433.0,-15.00177,7.0,False,False,5.0,5.0,0.0,5.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,78069.0,6.0,81595.0,5.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,5,108.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,78869.0,True,1.0,1.0,5.0,111.111145,117.08624,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,367.0,-25.556885,7.0,False,False,5.0,5.0,0.0,5.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,78069.0,6.0,81595.0,5.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,5,108.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,79203.0,True,1.0,1.0,5.0,108.888916,121.53119,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,334.0,6.6671753,7.0,False,False,5.0,5.0,0.0,5.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,78069.0,6.0,81595.0,5.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,5,108.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,79505.0,True,1.0,1.0,5.0,106.111145,126.53174,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,302.0,7.7783203,7.0,False,False,5.0,5.0,0.0,5.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,78069.0,6.0,81595.0,5.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,5,108.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,80273.0,True,1.0,1.0,5.0,100.55557,122.642395,0.0,False,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,768.0,1.6662292,7.0,False,False,5.0,5.0,0.0,5.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,78069.0,6.0,81595.0,5.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,5,108.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,81310.0,True,1.0,1.0,5.0,-27.777771,-130.16278,0.0,True,6.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,1037.0,-124.47183,7.0,False,True,5.0,5.0,0.0,-5.0,-0.0,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,78069.0,6.0,81595.0,5.0,0.0,6.0,6.0,False,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,5,108.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,84836.0,False,0.0,4.0,6.0,198.33334,-1.259888,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,3526.0,-97.20822,7.0,True,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,84836.0,6.0,88016.0,0.0,0.0,6.0,6.0,True,144.0,0.0,True,0.0,True,True,,36.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,6,144.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,85204.0,False,0.0,4.0,6.0,195.00003,-7.927307,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,368.0,-3.334106,7.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,84836.0,6.0,88016.0,0.0,0.0,6.0,6.0,True,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,6,144.0,36.0,,,False,1.0
1072,2020-12-17 19:37:33,32091,85572.0,False,0.0,4.0,6.0,203.33334,-12.927856,0.0,False,1.0,1.0,2.0,"{'bias': 0.0, 'name': 'WET'}",Android,368.0,-13.333862,7.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8090.0,84836.0,6.0,88016.0,0.0,0.0,6.0,6.0,True,144.0,0.0,True,0.0,True,True,,36.0,36.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0]",8062.0,2.0,0.9999232481387672,2.0,2.0,2.0,6,144.0,36.0,,,False,1.0
